Date,Open,High,Low,Close,Volume,Turnover
2008-07-28,4282.25,4352.65,4282.25,4332.1,111107965,63739799999.99999
2008-07-29,4332.2,4332.2,4159.15,4189.85,125806260,66199000000.0
2008-07-30,4191.2,4327.0,4191.2,4313.55,151936263,69614500000.0
2008-07-31,4314.35,4342.0,4285.55,4332.95,199677047,86963100000.0
2008-08-01,4331.6,4422.95,4235.7,4413.55,178077599,88476299999.99998
2008-08-04,4426.1,4436.15,4362.9,4395.35,131343663,64864799999.99999
2008-08-05,4395.8,4515.15,4376.0,4502.85,194984174,96055600000.0
2008-08-06,4506.25,4615.9,4503.9,4517.55,175692787,102749400000.0
2008-08-07,4515.25,4580.15,4493.7,4523.85,133711940,68896100000.0
2008-08-08,4518.35,4546.35,4464.0,4529.5,114202272,62710900000.0
2008-08-11,4529.35,4625.2,4529.35,4620.4,112939704,66252100000.0
2008-08-12,4620.95,4649.85,4525.75,4552.25,123375933,74220100000.0
2008-08-13,4548.05,4572.65,4497.25,4529.05,105825121,58394799999.99999
2008-08-14,4524.2,4529.8,4421.25,4430.7,95028617,55049000000.0
2008-08-18,4430.7,4447.4,4379.85,4393.05,96897991,49858400000.0
2008-08-19,4393.1,4393.7,4316.55,4368.25,96476193,45165500000.0
2008-08-20,4365.45,4434.9,4365.45,4415.75,89434446,44251000000.0
2008-08-21,4416.2,4418.55,4271.3,4283.85,91313625,43236800000.0
2008-08-22,4283.85,4337.0,4248.0,4327.45,101435362,52262400000.0
2008-08-25,4317.95,4398.8,4317.95,4335.35,79239792,38846800000.0
2008-08-26,4335.2,4345.05,4283.3,4337.5,86937484,47755700000.0
2008-08-27,4336.85,4364.25,4282.65,4292.1,84380597,45994900000.0
2008-08-28,4290.75,4304.5,4201.85,4214.0,161197240,75786200000.0
2008-08-29,4230.6,4368.8,4230.6,4360.0,111455760,55934300000.0
2008-09-01,4356.1,4365.0,4281.35,4348.65,82996531,42200100000.0
2008-09-02,4358.85,4522.4,4343.1,4504.0,129292702,69215800000.0
2008-09-04,4512.95,4514.6,4419.45,4447.75,114713208,65355000000.0
2008-09-05,4444.7,4444.7,4328.9,4352.3,108583037,61267800000.0
2008-09-08,4358.3,4558.0,4358.3,4482.3,117351175,66156700000.0
2008-09-09,4485.15,4497.5,4418.95,4468.7,95544721,54882000000.0
2008-09-10,4467.5,4467.5,4382.35,4400.25,134790277,67817400000.0
2008-09-11,4397.25,4399.3,4272.75,4290.3,116723061,65379500000.0
2008-09-12,4291.6,4323.9,4200.15,4228.45,145748456,79803700000.0
2008-09-15,4231.95,4237.25,3955.4,4072.9,147158815,71140000000.0
2008-09-16,4072.55,4090.1,3919.35,4074.9,159518028,77271900000.0
2008-09-17,4074.8,4116.7,3974.6,4008.25,153414046,76749000000.0
2008-09-18,4005.25,4050.1,3799.55,4038.15,203882671,101259500000.0
2008-09-19,4040.8,4262.65,4040.8,4245.25,206052260,102219900000.0
2008-09-22,4248.95,4303.25,4202.4,4223.05,137082447,68598100000.00001
2008-09-23,4223.9,4224.7,4117.9,4126.9,125527290,62378700000.0
2008-09-24,4125.75,4207.95,4115.85,4161.25,156072253,72608700000.0
2008-09-25,4162.15,4172.6,4077.5,4110.55,217958856,92358300000.0
2008-09-26,4108.75,4110.7,3970.35,3985.25,133851369,59687800000.0
2008-09-29,3990.2,3997.55,3777.3,3850.05,187237452,83869800000.0
2008-09-30,3848.7,3966.85,3715.05,3921.2,217095428,96590900000.0
2008-10-01,3921.85,4000.5,3861.25,3950.75,149863209,64483700000.0
2008-10-03,3953.55,3969.55,3804.85,3818.3,172679745,79194600000.0
2008-10-06,3817.3,3820.85,3581.6,3602.35,157489980,65655600000.00001
2008-10-07,3606.95,3732.65,3537.0,3606.6,210246893,82911299999.99998
2008-10-08,3604.4,3604.4,3329.45,3513.65,228575994,86499500000.0
2008-10-10,3502.05,3502.05,3198.95,3279.95,283977364,108579200000.0
2008-10-13,3272.9,3510.2,3272.9,3490.7,195385035,77068300000.0
2008-10-14,3494.1,3648.25,3491.5,3518.65,177533438,74295400000.0
2008-10-15,3517.9,3518.5,3324.55,3338.4,163717675,66022500000.0
2008-10-16,3333.85,3333.85,3099.9,3269.3,234077842,86312600000.0
2008-10-17,3269.05,3335.95,3046.6,3074.35,194265455,70531800000.0
2008-10-20,3108.2,3238.4,3058.95,3122.8,186324892,65445300000.0
2008-10-21,3125.4,3254.85,3117.35,3234.9,225718997,74485800000.0
2008-10-22,3234.7,3235.75,3051.8,3065.15,171324331,56225700000.0
2008-10-23,3064.8,3085.1,2917.15,2943.15,234116773,72709100000.0
2008-10-24,2936.25,2936.25,2525.05,2584.0,348595400,78434200000.0
2008-10-27,2583.75,2585.3,2252.75,2524.2,341552313,70127800000.0
2008-10-28,2526.2,2695.95,2526.2,2684.6,51206468,10382400000.0
2008-10-29,2685.3,2781.25,2631.9,2697.05,361640496,81647600000.0
2008-10-31,2696.3,2921.35,2696.3,2885.6,320836935,89639599999.99998
2008-11-03,2885.4,3062.05,2885.4,3043.85,240443755,66425300000.0
